PlayerYearID|Name|Team|Year|CMP|ATT|CMP PCT|YARDS|YPA|ADJ YPA|TD|INT|PASS RTG|TD PCT|INT PCT|CollegeID|Link
clint-trickett-2-2014|Clint Trickett|West Virginia|2014|281|419|67.1|3285|7.8|7.6|18|10|142.3|4.3|2.39|clint-trickett-2|/cfb/players/clint-trickett-2.html
clinton-granger-1-2012|Clinton Granger|Temple|2012|31|55|56.4|370|6.7|5.8|2|2|117.6|3.64|3.64|clinton-granger-1|/cfb/players/clinton-granger-1.html
clinton-granger-1-2013|Clinton Granger|Temple|2013|6|16|37.5|58|3.6|0.8|0|1|55.5|0|6.25|clinton-granger-1|/cfb/players/clinton-granger-1.html
cody-callaway-1-2014|Cody Callaway|Bowling Green State|2014|12|26|46.2|153|5.9|4.9|1|1|100.6|3.85|3.85|cody-callaway-1|/cfb/players/cody-callaway-1.html
cody-clements-1-2014|Cody Clements|UAB|2014|183|276|66.3|2227|8.1|7.8|14|8|145|5.07|2.9|cody-clements-1|/cfb/players/cody-clements-1.html
cody-endres-1-2010|Cody Endres|Connecticut|2010|45|75|60|471|6.3|6.4|5|2|129.4|6.67|2.67|cody-endres-1|/cfb/players/cody-endres-1.html
cody-fajardo-1-2011|Cody Fajardo|Nevada|2011|150|218|68.8|1707|7.8|7.1|6|6|138.2|2.75|2.75|cody-fajardo-1|/cfb/players/cody-fajardo-1.html
cody-fajardo-1-2012|Cody Fajardo|Nevada|2012|246|367|67|2786|7.6|7.6|20|9|143.9|5.45|2.45|cody-fajardo-1|/cfb/players/cody-fajardo-1.html
cody-fajardo-1-2013|Cody Fajardo|Nevada|2013|243|358|67.9|2668|7.5|7.8|13|3|140.8|3.63|0.84|cody-fajardo-1|/cfb/players/cody-fajardo-1.html
cody-fajardo-1-2014|Cody Fajardo|Nevada|2014|239|405|59|2498|6.2|5.8|18|11|120.1|4.44|2.72|cody-fajardo-1|/cfb/players/cody-fajardo-1.html
cody-green-1-2010|Cody Green|Nebraska|2010|33|60|55|340|5.7|5.9|3|1|115.8|5|1.67|cody-green-1|/cfb/players/cody-green-1.html
cody-green-1-2012|Cody Green|Tulsa|2012|228|419|54.4|2592|6.2|5.8|17|11|114.5|4.06|2.63|cody-green-1|/cfb/players/cody-green-1.html
cody-green-1-2013|Cody Green|Tulsa|2013|117|211|55.5|1339|6.3|5.3|7|8|112.1|3.32|3.79|cody-green-1|/cfb/players/cody-green-1.html
cody-green-2-2012|Cody Green|Tulsa|2012|228|419|54.4|2592|6.2|5.8|17|11|114.5|4.06|2.63|cody-green-2|/cfb/players/cody-green-2.html
cody-hawkins-1-2010|Cody Hawkins|Colorado|2010|124|231|53.7|1547|6.7|6.9|14|5|125.6|6.06|2.16|cody-hawkins-1|/cfb/players/cody-hawkins-1.html
cody-hoffman-1-2013|Cody Hoffman|Brigham Young|2013|0|1|0|0|0|0|0|0|0|0|0|cody-hoffman-1|/cfb/players/cody-hoffman-1.html
cody-kater-1-2012|Cody Kater|Central Michigan|2012|2|4|50|12|3|3|0|0|75.2|0|0|cody-kater-1|/cfb/players/cody-kater-1.html
cody-kater-1-2013|Cody Kater|Central Michigan|2013|2|6|33.3|13|2.2|2.2|0|0|51.5|0|0|cody-kater-1|/cfb/players/cody-kater-1.html
cody-keith-1-2013|Cody Keith|East Carolina|2013|7|11|63.6|57|5.2|5.2|0|0|107.2|0|0|cody-keith-1|/cfb/players/cody-keith-1.html
cody-kessler-1-2012|Cody Kessler|USC|2012|2|2|100|9|4.5|4.5|0|0|137.8|0|0|cody-kessler-1|/cfb/players/cody-kessler-1.html
cody-kessler-1-2013|Cody Kessler|USC|2013|236|361|65.4|2968|8.2|8.5|20|7|148.8|5.54|1.94|cody-kessler-1|/cfb/players/cody-kessler-1.html
cody-kessler-1-2014|Cody Kessler|USC|2014|315|452|69.7|3826|8.5|9.7|39|5|167.1|8.63|1.11|cody-kessler-1|/cfb/players/cody-kessler-1.html
cody-sokol-1-2014|Cody Sokol|Louisiana Tech|2014|260|448|58|3436|7.7|7.7|30|13|138.8|6.7|2.9|cody-sokol-1|/cfb/players/cody-sokol-1.html
cody-thomas-1-2014|Cody Thomas|Oklahoma|2014|30|66|45.5|342|5.2|3.1|2|4|86.9|3.03|6.06|cody-thomas-1|/cfb/players/cody-thomas-1.html
cody-vaz-1-2010|Cody Vaz|Oregon State|2010|6|17|35.3|48|2.8|2.8|0|0|59|0|0|cody-vaz-1|/cfb/players/cody-vaz-1.html
cody-vaz-1-2012|Cody Vaz|Oregon State|2012|109|185|58.9|1480|8|8.5|11|3|142.5|5.95|1.62|cody-vaz-1|/cfb/players/cody-vaz-1.html
cody-vaz-1-2013|Cody Vaz|Oregon State|2013|12|18|66.7|176|9.8|8.4|1|1|156|5.56|5.56|cody-vaz-1|/cfb/players/cody-vaz-1.html
cody-wells-1-2010|Cody Wells|Louisiana-Monroe|2010|10|18|55.6|67|3.7|-1.3|0|2|64.6|0|11.11|cody-wells-1|/cfb/players/cody-wells-1.html
cody-wells-1-2011|Cody Wells|Louisiana-Monroe|2011|30|52|57.7|368|7.1|6.5|3|2|128.5|5.77|3.85|cody-wells-1|/cfb/players/cody-wells-1.html
cody-wells-1-2012|Cody Wells|Louisiana-Monroe|2012|66|103|64.1|700|6.8|5.8|4|4|126.2|3.88|3.88|cody-wells-1|/cfb/players/cody-wells-1.html
colby-cameron-1-2010|Colby Cameron|Louisiana Tech|2010|54|91|59.3|461|5.1|2.8|1|5|94.5|1.1|5.49|colby-cameron-1|/cfb/players/colby-cameron-1.html
colby-cameron-1-2011|Colby Cameron|Louisiana Tech|2011|118|215|54.9|1667|7.8|8.3|13|3|137.2|6.05|1.4|colby-cameron-1|/cfb/players/colby-cameron-1.html
colby-cameron-1-2012|Colby Cameron|Louisiana Tech|2012|359|522|68.8|4147|7.9|8.7|31|5|153.2|5.94|0.96|colby-cameron-1|/cfb/players/colby-cameron-1.html
colby-kirkegaard-1-2011|Colby Kirkegaard|Wyoming|2011|5|10|50|37|3.7|3.7|0|0|81.1|0|0|colby-kirkegaard-1|/cfb/players/colby-kirkegaard-1.html
colby-kirkegaard-1-2012|Colby Kirkegaard|Wyoming|2012|16|26|61.5|123|4.7|3|0|1|93.6|0|3.85|colby-kirkegaard-1|/cfb/players/colby-kirkegaard-1.html
colby-kirkegaard-1-2014|Colby Kirkegaard|Wyoming|2014|206|359|57.4|2660|7.4|6.9|12|9|125.6|3.34|2.51|colby-kirkegaard-1|/cfb/players/colby-kirkegaard-1.html
cole-gautsche-1-2012|Cole Gautsche|New Mexico|2012|13|31|41.9|222|7.2|5.5|2|2|110.5|6.45|6.45|cole-gautsche-1|/cfb/players/cole-gautsche-1.html
cole-gautsche-1-2013|Cole Gautsche|New Mexico|2013|35|78|44.9|639|8.2|7.7|7|4|133|8.97|5.13|cole-gautsche-1|/cfb/players/cole-gautsche-1.html
cole-gautsche-1-2014|Cole Gautsche|New Mexico|2014|12|26|46.2|105|4|4|0|0|80.1|0|0|cole-gautsche-1|/cfb/players/cole-gautsche-1.html
cole-leininger-1-2013|Cole Leininger|California|2013|1|1|100|1|1|1|0|0|108.4|0|0|cole-leininger-1|/cfb/players/cole-leininger-1.html
cole-leininger-1-2014|Cole Leininger|California|2014|0|1|0|0|0|0|0|0|0|0|0|cole-leininger-1|/cfb/players/cole-leininger-1.html
cole-netten-1-2013|Cole Netten|Iowa State|2013|0|1|0|0|0|0|0|0|0|0|0|cole-netten-1|/cfb/players/cole-netten-1.html
cole-stoudt-1-2011|Cole Stoudt|Clemson|2011|12|21|57.1|115|5.5|5.5|0|0|103.1|0|0|cole-stoudt-1|/cfb/players/cole-stoudt-1.html
cole-stoudt-1-2012|Cole Stoudt|Clemson|2012|27|39|69.2|212|5.4|5.8|3|1|135.1|7.69|2.56|cole-stoudt-1|/cfb/players/cole-stoudt-1.html
cole-stoudt-1-2013|Cole Stoudt|Clemson|2013|47|59|79.7|415|7|8.7|5|0|166.7|8.47|0|cole-stoudt-1|/cfb/players/cole-stoudt-1.html
cole-stoudt-1-2014|Cole Stoudt|Clemson|2014|191|302|63.2|1892|6.3|5.4|9|10|119.1|2.98|3.31|cole-stoudt-1|/cfb/players/cole-stoudt-1.html
cole-weeks-1-2012|Cole Weeks|Southern Mississippi|2012|8|19|42.1|106|5.6|3.2|0|1|78.4|0|5.26|cole-weeks-1|/cfb/players/cole-weeks-1.html
cole-weeks-1-2014|Cole Weeks|Southern Mississippi|2014|59|112|52.7|761|6.8|5.1|2|5|106.7|1.79|4.46|cole-weeks-1|/cfb/players/cole-weeks-1.html
colin-kaepernick-1-2010|Colin Kaepernick|Nevada|2010|233|359|64.9|3022|8.4|8.6|21|8|150.5|5.85|2.23|colin-kaepernick-1|/cfb/players/colin-kaepernick-1.html
colin-reardon-1-2013|Colin Reardon|Kent State|2013|186|316|58.9|1957|6.2|5.7|12|9|117.7|3.8|2.85|colin-reardon-1|/cfb/players/colin-reardon-1.html
colin-reardon-1-2014|Colin Reardon|Kent State|2014|228|400|57|2466|6.2|5.1|14|16|112.3|3.5|4|colin-reardon-1|/cfb/players/colin-reardon-1.html
collin-klein-1-2010|Collin Klein|Kansas State|2010|11|18|61.1|138|7.7|8.8|1|0|143.8|5.56|0|collin-klein-1|/cfb/players/collin-klein-1.html
collin-klein-1-2011|Collin Klein|Kansas State|2011|161|281|57.3|1918|6.8|6.8|13|6|125.6|4.63|2.14|collin-klein-1|/cfb/players/collin-klein-1.html
collin-klein-1-2012|Collin Klein|Kansas State|2012|197|304|64.8|2641|8.7|8.4|16|9|149.2|5.26|2.96|collin-klein-1|/cfb/players/collin-klein-1.html
collin-michael-1-2014|Collin Michael|Buffalo|2014|0|1|0|0|0|0|0|0|0|0|0|collin-michael-1|/cfb/players/collin-michael-1.html
colton-huntsman-1-2014|Colton Huntsman|Air Force|2014|1|2|50|41|20.5|20.5|0|0|222.2|0|0|colton-huntsman-1|/cfb/players/colton-huntsman-1.html
conner-manning-1-2014|Conner Manning|Utah|2014|2|6|33.3|28|4.7|-2.8|0|1|39.2|0|16.67|conner-manning-1|/cfb/players/conner-manning-1.html
conner-preston-1-2012|Conner Preston|SMU|2012|5|10|50|127|12.7|14.7|1|0|189.7|10|0|conner-preston-1|/cfb/players/conner-preston-1.html
conner-smith-1-2012|Conner Smith|Colorado State|2012|80|126|63.5|1022|8.1|6.9|6|6|137.8|4.76|4.76|conner-smith-1|/cfb/players/conner-smith-1.html
conner-vernon-1-2010|Conner Vernon|Duke|2010|0|1|0|0|0|0|0|0|0|0|0|conner-vernon-1|/cfb/players/conner-vernon-1.html
connor-cook-1-2012|Connor Cook|Michigan State|2012|9|17|52.9|94|5.5|4.1|1|1|107|5.88|5.88|connor-cook-1|/cfb/players/connor-cook-1.html
connor-cook-1-2013|Connor Cook|Michigan State|2013|223|380|58.7|2755|7.3|7.7|22|6|135.5|5.79|1.58|connor-cook-1|/cfb/players/connor-cook-1.html
connor-cook-1-2014|Connor Cook|Michigan State|2014|212|365|58.1|3214|8.8|9.1|24|8|149.4|6.58|2.19|connor-cook-1|/cfb/players/connor-cook-1.html
connor-dietz-1-2010|Connor Dietz|Air Force|2010|5|7|71.4|67|9.6|12.4|1|0|199|14.29|0|connor-dietz-1|/cfb/players/connor-dietz-1.html
connor-dietz-1-2011|Connor Dietz|Air Force|2011|9|15|60|128|8.5|6.9|1|1|140.3|6.67|6.67|connor-dietz-1|/cfb/players/connor-dietz-1.html
connor-dietz-1-2012|Connor Dietz|Air Force|2012|68|111|61.3|1131|10.2|10.4|8|3|165.2|7.21|2.7|connor-dietz-1|/cfb/players/connor-dietz-1.html
connor-halliday-1-2011|Connor Halliday|Washington State|2011|59|103|57.3|960|9.3|9.3|9|4|156.6|8.74|3.88|connor-halliday-1|/cfb/players/connor-halliday-1.html
connor-halliday-1-2012|Connor Halliday|Washington State|2012|152|291|52.2|1878|6.5|5.5|15|13|114.5|5.15|4.47|connor-halliday-1|/cfb/players/connor-halliday-1.html
connor-halliday-1-2013|Connor Halliday|Washington State|2013|449|714|62.9|4597|6.4|6|34|22|126.5|4.76|3.08|connor-halliday-1|/cfb/players/connor-halliday-1.html
connor-halliday-1-2014|Connor Halliday|Washington State|2014|354|526|67.3|3873|7.4|7.6|32|11|145|6.08|2.09|connor-halliday-1|/cfb/players/connor-halliday-1.html
connor-mitch-1-2014|Connor Mitch|South Carolina|2014|2|6|33.3|19|3.2|3.2|0|0|59.9|0|0|connor-mitch-1|/cfb/players/connor-mitch-1.html
connor-reilly-1-2013|Connor Reilly|Temple|2013|76|148|51.4|771|5.2|4.9|2|2|96.9|1.35|1.35|connor-reilly-1|/cfb/players/connor-reilly-1.html
connor-reilly-1-2014|Connor Reilly|Temple|2014|10|19|52.6|77|4.1|1.7|0|1|76.1|0|5.26|connor-reilly-1|/cfb/players/connor-reilly-1.html
connor-shaw-1-2010|Connor Shaw|South Carolina|2010|23|33|69.7|223|6.8|4.6|1|2|124.3|3.03|6.06|connor-shaw-1|/cfb/players/connor-shaw-1.html
connor-shaw-1-2011|Connor Shaw|South Carolina|2011|123|188|65.4|1448|7.7|7.8|14|6|148.3|7.45|3.19|connor-shaw-1|/cfb/players/connor-shaw-1.html
connor-shaw-1-2012|Connor Shaw|South Carolina|2012|154|228|67.5|1956|8.6|8.7|17|7|158.1|7.46|3.07|connor-shaw-1|/cfb/players/connor-shaw-1.html
connor-shaw-1-2013|Connor Shaw|South Carolina|2013|180|284|63.4|2447|8.6|10.1|24|1|162.9|8.45|0.35|connor-shaw-1|/cfb/players/connor-shaw-1.html
connor-white-1-2014|Connor White|Texas State|2014|4|5|80|41|8.2|8.2|0|0|148.9|0|0|connor-white-1|/cfb/players/connor-white-1.html
connor-wood-1-2012|Connor Wood|Colorado|2012|21|42|50|265|6.3|2.5|1|4|91.8|2.38|9.52|connor-wood-1|/cfb/players/connor-wood-1.html
connor-wood-1-2013|Connor Wood|Colorado|2013|84|157|53.5|1103|7|6|8|7|120.4|5.1|4.46|connor-wood-1|/cfb/players/connor-wood-1.html
conor-rhoda-1-2014|Conor Rhoda|Minnesota|2014|0|1|0|0|0|0|0|0|0|0|0|conor-rhoda-1|/cfb/players/conor-rhoda-1.html
cooper-rush-1-2013|Cooper Rush|Central Michigan|2013|177|312|56.7|2349|7.5|6.3|15|15|126.2|4.81|4.81|cooper-rush-1|/cfb/players/cooper-rush-1.html
cooper-rush-1-2014|Cooper Rush|Central Michigan|2014|243|382|63.6|3149|8.2|8.1|27|13|149.4|7.07|3.4|cooper-rush-1|/cfb/players/cooper-rush-1.html
corbin-berkstresser-1-2012|Corbin Berkstresser|Missouri|2012|88|177|49.7|1059|6|4.8|5|7|101.4|2.82|3.95|corbin-berkstresser-1|/cfb/players/corbin-berkstresser-1.html
corbin-berkstresser-1-2013|Corbin Berkstresser|Missouri|2013|0|1|0|0|0|0|0|0|0|0|0|corbin-berkstresser-1|/cfb/players/corbin-berkstresser-1.html
corbin-louks-2-2011|Corbin Louks|Nevada|2011|0|1|0|0|0|0|0|0|0|0|0|corbin-louks-2|/cfb/players/corbin-louks-2.html
cordarrelle-patterson-1-2012|Cordarrelle Patterson|Tennessee|2012|1|1|100|28|28|28|0|0|335.2|0|0|cordarrelle-patterson-1|/cfb/players/cordarrelle-patterson-1.html
corey-davis-3-2014|Corey Davis|Western Michigan|2014|1|1|100|18|18|18|0|0|251.2|0|0|corey-davis-3|/cfb/players/corey-davis-3.html
corey-lacanaria-1-2014|Corey Lacanaria|Ball State|2014|1|1|100|7|7|7|0|0|158.8|0|0|corey-lacanaria-1|/cfb/players/corey-lacanaria-1.html
corey-robinson-1-2010|Corey Robinson|Troy|2010|321|505|63.6|3726|7.4|7.2|28|15|137.9|5.54|2.97|corey-robinson-1|/cfb/players/corey-robinson-1.html
corey-robinson-1-2011|Corey Robinson|Troy|2011|316|508|62.2|3411|6.7|6.2|21|15|126.3|4.13|2.95|corey-robinson-1|/cfb/players/corey-robinson-1.html
corey-robinson-1-2012|Corey Robinson|Troy|2012|257|389|66.1|3121|8|7.6|12|9|139|3.08|2.31|corey-robinson-1|/cfb/players/corey-robinson-1.html
corey-robinson-1-2013|Corey Robinson|Troy|2013|285|421|67.7|3219|7.6|7.6|20|9|143.3|4.75|2.14|corey-robinson-1|/cfb/players/corey-robinson-1.html
cornelius-douglas-1-2010|Cornelius Douglas|Texas Tech|2010|0|1|0|0|0|0|0|0|0|0|0|cornelius-douglas-1|/cfb/players/cornelius-douglas-1.html
cotton-turner-1-2010|Cotton Turner|Houston|2010|23|31|74.2|180|5.8|7.1|2|0|144.3|6.45|0|cotton-turner-1|/cfb/players/cotton-turner-1.html
cotton-turner-1-2011|Cotton Turner|Houston|2011|50|77|64.9|652|8.5|9.4|6|1|159.2|7.79|1.3|cotton-turner-1|/cfb/players/cotton-turner-1.html
craig-harrison-1-2012|Craig Harrison|Utah State|2012|8|9|88.9|63|7|7|0|0|147.7|0|0|craig-harrison-1|/cfb/players/craig-harrison-1.html
craig-harrison-1-2013|Craig Harrison|Utah State|2013|35|74|47.3|434|5.9|5.8|2|1|102.8|2.7|1.35|craig-harrison-1|/cfb/players/craig-harrison-1.html
craig-harrison-1-2014|Craig Harrison|Utah State|2014|18|35|51.4|249|7.1|8.8|3|0|139.5|8.57|0|craig-harrison-1|/cfb/players/craig-harrison-1.html
crawford-jones-1-2011|Crawford Jones|Houston|2011|1|2|50|18|9|9|0|0|125.6|0|0|crawford-jones-1|/cfb/players/crawford-jones-1.html
crawford-jones-1-2012|Crawford Jones|Houston|2012|76|131|58|972|7.4|7|11|6|138.9|8.4|4.58|crawford-jones-1|/cfb/players/crawford-jones-1.html
crockett-gillmore-1-2011|Crockett Gillmore|Colorado State|2011|1|1|100|27|27|47|1|0|656.8|100|0|crockett-gillmore-1|/cfb/players/crockett-gillmore-1.html
crusoe-gongbay-1-2013|Crusoe Gongbay|New Mexico|2013|1|1|100|-7|-7|-7|0|0|41.2|0|0|crusoe-gongbay-1|/cfb/players/crusoe-gongbay-1.html
curt-phillips-1-2012|Curt Phillips|Wisconsin|2012|46|81|56.8|540|6.7|6.8|5|2|128.2|6.17|2.47|curt-phillips-1|/cfb/players/curt-phillips-1.html
curt-phillips-1-2013|Curt Phillips|Wisconsin|2013|7|14|50|37|2.6|-3.8|0|2|43.6|0|14.29|curt-phillips-1|/cfb/players/curt-phillips-1.html
curtis-drake-1-2011|Curtis Drake|Penn State|2011|1|1|100|16|16|16|0|0|234.4|0|0|curtis-drake-1|/cfb/players/curtis-drake-1.html
cyler-miles-1-2013|Cyler Miles|Washington|2013|37|61|60.7|418|6.9|6.7|4|2|133.3|6.56|3.28|cyler-miles-1|/cfb/players/cyler-miles-1.html
cyler-miles-1-2014|Cyler Miles|Washington|2014|219|329|66.6|2397|7.3|7.8|17|4|142.4|5.17|1.22|cyler-miles-1|/cfb/players/cyler-miles-1.html
cyrus-gray-1-2010|Cyrus Gray|Texas A&M|2010|1|1|100|14|14|34|1|0|547.6|100|0|cyrus-gray-1|/cfb/players/cyrus-gray-1.html
cyrus-gray-1-2011|Cyrus Gray|Texas A&M|2011|0|1|0|0|0|0|0|0|0|0|0|cyrus-gray-1|/cfb/players/cyrus-gray-1.html
dajon-williams-1-2013|Dajon Williams|North Texas|2013|5|6|83.3|55|9.2|9.2|0|0|160.3|0|0|dajon-williams-1|/cfb/players/dajon-williams-1.html
dajon-williams-1-2014|Dajon Williams|North Texas|2014|46|77|59.7|607|7.9|7.4|7|4|145.6|9.09|5.19|dajon-williams-1|/cfb/players/dajon-williams-1.html
dak-prescott-1-2012|Dak Prescott|Mississippi State|2012|18|29|62.1|194|6.7|9.4|4|0|163.8|13.79|0|dak-prescott-1|/cfb/players/dak-prescott-1.html
dak-prescott-1-2013|Dak Prescott|Mississippi State|2013|156|267|58.4|1940|7.3|6.8|10|7|126.6|3.75|2.62|dak-prescott-1|/cfb/players/dak-prescott-1.html
dak-prescott-1-2014|Dak Prescott|Mississippi State|2014|244|396|61.6|3449|8.7|8.8|27|11|151.7|6.82|2.78|dak-prescott-1|/cfb/players/dak-prescott-1.html
dallas-crawford-1-2012|Dallas Crawford|Miami (FL)|2012|1|2|50|29|14.5|14.5|0|0|171.8|0|0|dallas-crawford-1|/cfb/players/dallas-crawford-1.html
dallas-tidwell-1-2012|Dallas Tidwell|Troy|2012|0|3|0|0|0|0|0|0|0|0|0|dallas-tidwell-1|/cfb/players/dallas-tidwell-1.html
dallas-tidwell-1-2013|Dallas Tidwell|Troy|2013|12|16|75|137|8.6|11.1|2|0|188.2|12.5|0|dallas-tidwell-1|/cfb/players/dallas-tidwell-1.html
dallas-tidwell-1-2014|Dallas Tidwell|Troy|2014|3|6|50|16|2.7|2.7|0|0|72.4|0|0|dallas-tidwell-1|/cfb/players/dallas-tidwell-1.html
dalton-schomp-1-2014|Dalton Schomp|Florida Atlantic|2014|1|2|50|16|8|8|0|0|117.2|0|0|dalton-schomp-1|/cfb/players/dalton-schomp-1.html
dalton-sturm-1-2014|Dalton Sturm|UTSA|2014|3|3|100|59|19.7|26.3|1|0|375.2|33.33|0|dalton-sturm-1|/cfb/players/dalton-sturm-1.html
dalton-williams-1-2012|Dalton Williams|Akron|2012|326|522|62.5|3387|6.5|6.1|25|16|126.6|4.79|3.07|dalton-williams-1|/cfb/players/dalton-williams-1.html
damarcus-smith-1-2013|Damarcus Smith|Western Kentucky|2013|2|5|40|33|6.6|-2.4|0|1|55.4|0|20|damarcus-smith-1|/cfb/players/damarcus-smith-1.html
damian-williams-3-2013|Damian Williams|Mississippi State|2013|23|47|48.9|279|5.9|4|0|2|90.3|0|4.26|damian-williams-3|/cfb/players/damian-williams-3.html
damian-williams-3-2014|Damian Williams|Mississippi State|2014|14|23|60.9|155|6.7|9.3|3|0|160.5|13.04|0|damian-williams-3|/cfb/players/damian-williams-3.html
damion-terry-1-2014|Damion Terry|Michigan State|2014|12|19|63.2|88|4.6|4.6|0|0|102.1|0|0|damion-terry-1|/cfb/players/damion-terry-1.html
damon-mitchell-1-2014|Damon Mitchell|Arkansas|2014|0|1|0|0|0|0|0|0|0|0|0|damon-mitchell-1|/cfb/players/damon-mitchell-1.html
dan-persa-1-2010|Dan Persa|Northwestern|2010|222|302|73.5|2581|8.5|8.9|15|4|159|4.97|1.32|dan-persa-1|/cfb/players/dan-persa-1.html
dan-persa-1-2011|Dan Persa|Northwestern|2011|218|297|73.4|2376|8|8.1|17|7|154.8|5.72|2.36|dan-persa-1|/cfb/players/dan-persa-1.html
dane-evans-1-2013|Dane Evans|Tulsa|2013|84|195|43.1|898|4.6|2.7|4|10|78.3|2.05|5.13|dane-evans-1|/cfb/players/dane-evans-1.html
dane-evans-1-2014|Dane Evans|Tulsa|2014|256|462|55.4|3102|6.7|6.1|23|17|120.9|4.98|3.68|dane-evans-1|/cfb/players/dane-evans-1.html
daniel-braverman-1-2014|Daniel Braverman|Western Michigan|2014|1|1|100|11|11|11|0|0|192.4|0|0|daniel-braverman-1|/cfb/players/daniel-braverman-1.html
daniel-imhoff-1-2010|Daniel Imhoff|North Carolina State|2010|2|2|100|14|7|7|0|0|158.8|0|0|daniel-imhoff-1|/cfb/players/daniel-imhoff-1.html
daniel-mckinney-1-2013|Daniel McKinney|Florida Atlantic|2013|1|2|50|30|15|25|1|0|341|50|0|daniel-mckinney-1|/cfb/players/daniel-mckinney-1.html
daniel-sams-1-2012|Daniel Sams|Kansas State|2012|6|8|75|55|6.9|6.9|0|0|132.8|0|0|daniel-sams-1|/cfb/players/daniel-sams-1.html
daniel-sams-1-2013|Daniel Sams|Kansas State|2013|38|53|71.7|452|8.5|6.6|4|4|153.1|7.55|7.55|daniel-sams-1|/cfb/players/daniel-sams-1.html
daniel-thomas-1-2010|Daniel Thomas|Kansas State|2010|4|8|50|105|13.1|10|1|1|176.5|12.5|12.5|daniel-thomas-1|/cfb/players/daniel-thomas-1.html
danny-etling-1-2013|Danny Etling|Purdue|2013|149|267|55.8|1690|6.3|5.9|10|7|116.1|3.75|2.62|danny-etling-1|/cfb/players/danny-etling-1.html
danny-etling-1-2014|Danny Etling|Purdue|2014|89|162|54.9|800|4.9|4.3|6|5|102.5|3.7|3.09|danny-etling-1|/cfb/players/danny-etling-1.html
danny-obrien-1-2010|Danny O'Brien|Maryland|2010|192|337|57|2438|7.2|7.5|22|8|134.5|6.53|2.37|danny-obrien-1|/cfb/players/danny-obrien-1.html
danny-obrien-1-2011|Danny O'Brien|Maryland|2011|150|266|56.4|1648|6.2|5|7|10|109.6|2.63|3.76|danny-obrien-1|/cfb/players/danny-obrien-1.html
danny-obrien-1-2012|Danny O'Brien|Wisconsin|2012|52|86|60.5|523|6.1|6.3|3|1|120.7|3.49|1.16|danny-obrien-1|/cfb/players/danny-obrien-1.html
darel-scott-1-2010|Da'Rel Scott|Maryland|2010|1|1|100|4|4|24|1|0|463.6|100|0|darel-scott-1|/cfb/players/darel-scott-1.html
darell-garretson-1-2013|Darell Garretson|Utah State|2013|126|209|60.3|1446|6.9|6.4|10|7|127.5|4.78|3.35|darell-garretson-1|/cfb/players/darell-garretson-1.html
darell-garretson-1-2014|Darell Garretson|Utah State|2014|91|135|67.4|1140|8.4|8.6|8|3|153.5|5.93|2.22|darell-garretson-1|/cfb/players/darell-garretson-1.html
dareyon-chance-1-2010|Dareyon Chance|Western Michigan|2010|0|1|0|0|0|0|0|0|0|0|0|dareyon-chance-1|/cfb/players/dareyon-chance-1.html
darius-bell-1-2010|Darius Bell|UCLA|2010|0|3|0|0|0|-15|0|1|-66.7|0|33.33|darius-bell-1|/cfb/players/darius-bell-1.html
darius-jennings-1-2014|Darius Jennings|Virginia|2014|0|1|0|0|0|0|0|0|0|0|0|darius-jennings-1|/cfb/players/darius-jennings-1.html
darius-millines-1-2011|Darius Millines|Illinois|2011|1|1|100|9|9|9|0|0|175.6|0|0|darius-millines-1|/cfb/players/darius-millines-1.html
darius-reynolds-1-2011|Darius Reynolds|Iowa State|2011|0|2|0|0|0|0|0|0|0|0|0|darius-reynolds-1|/cfb/players/darius-reynolds-1.html
darius-wade-1-2014|Darius Wade|Boston College|2014|3|8|37.5|23|2.9|2.9|0|0|61.7|0|0|darius-wade-1|/cfb/players/darius-wade-1.html
darrin-duncan-1-2013|Darrin Duncan|Western Michigan|2013|0|1|0|0|0|0|0|0|0|0|0|darrin-duncan-1|/cfb/players/darrin-duncan-1.html
darron-thomas-1-2010|Darron Thomas|Oregon|2010|222|361|61.5|2881|8|8.5|30|9|151|8.31|2.49|darron-thomas-1|/cfb/players/darron-thomas-1.html
darron-thomas-1-2011|Darron Thomas|Oregon|2011|211|339|62.2|2761|8.1|9.2|33|7|158.7|9.73|2.06|darron-thomas-1|/cfb/players/darron-thomas-1.html
dasmen-stewart-1-2010|Dasmen Stewart|San Jose State|2010|1|2|50|3|1.5|1.5|0|0|62.6|0|0|dasmen-stewart-1|/cfb/players/dasmen-stewart-1.html
dasmen-stewart-1-2011|Dasmen Stewart|San Jose State|2011|21|52|40.4|158|3|2.2|0|1|62.1|0|1.92|dasmen-stewart-1|/cfb/players/dasmen-stewart-1.html
dave-shinskie-1-2010|Dave Shinskie|Boston College|2010|46|96|47.9|618|6.4|4.7|5|6|106.7|5.21|6.25|dave-shinskie-1|/cfb/players/dave-shinskie-1.html
dave-shinskie-1-2011|Dave Shinskie|Boston College|2011|1|2|50|3|1.5|1.5|0|0|62.6|0|0|dave-shinskie-1|/cfb/players/dave-shinskie-1.html
david-anaya-1-2013|David Anaya|New Mexico|2013|0|1|0|0|0|0|0|0|0|0|0|david-anaya-1|/cfb/players/david-anaya-1.html
david-anaya-1-2014|David Anaya|New Mexico|2014|1|1|100|18|18|38|1|0|581.2|100|0|david-anaya-1|/cfb/players/david-anaya-1.html
