PlayerYearID|Name|Year|POS|Team|HGT|WGT|FORTY|VERT|BENCH|BROAD|CONE|SHUT|College Link|NFL Link|CollegeID|PlayerID
marcus-maye-1|Marcus Maye|2017|FS|Florida|72|210|||||||/cfb/players/marcus-maye-1.html|/players/M/MayeMa00.htm|marcus-maye-1|MayeMa00
marcus-williams-9|Marcus Williams|2017|FS|Utah|73|202|4.56|43.5|14.0|129.0|6.85|4.2|/cfb/players/marcus-williams-9.html|/players/W/WillMa06.htm|marcus-williams-9|WillMa06
marlon-humphrey-1|Marlon Humphrey|2017|CB|Alabama|72|197|4.41||10.0|125.0|6.75||/cfb/players/marlon-humphrey-1.html|/players/H/HumpMa00.htm|marlon-humphrey-1|HumpMa00
marlon-mack-1|Marlon Mack|2017|RB|South Florida|71|213|4.5|35.5|15.0|125.0|||/cfb/players/marlon-mack-1.html|/players/M/MackMa00.htm|marlon-mack-1|MackMa00
marquel-lee-1|Marquel Lee|2017|ILB|Wake Forest|75|240||31.0|25.0|118.0|||/cfb/players/marquel-lee-1.html|/players/L/LeexMa01.htm|marquel-lee-1|LeexMa01
marquez-white-1|Marquez White|2017|CB|Florida State|72|194|4.59|36.0||123.0|||/cfb/players/marquez-white-1.html|/players/W/WhitMa03.htm|marquez-white-1|WhitMa03
marshon-lattimore-1|Marshon Lattimore|2017|CB|Ohio State|72|193|4.36|38.5||132.0|||/cfb/players/marshon-lattimore-1.html|/players/L/LattMa01.htm|marshon-lattimore-1|LattMa01
matt-dayes-1|Matthew Dayes|2017|RB|North Carolina State|69|205|4.47|28.0|18.0|109.0|||/cfb/players/matt-dayes-1.html|/players/D/DayeMa00.htm|matt-dayes-1|DayeMa00
matt-milano-1|Matt Milano|2017|OLB|Boston College|72|223|4.67|35.0|24.0|126.0|||/cfb/players/matt-milano-1.html|/players/M/MilaMa00.htm|matt-milano-1|MilaMa00
michael-rector-1|Michael Rector|2017|WR|Stanford|72|193|4.42|36.5||129.0|6.77|4.19|/cfb/players/michael-rector-1.html|/players/R/RectMi00.htm|michael-rector-1|RectMi00
michael-roberts-3|Michael Roberts|2017|TE|Toledo|76|270|4.86|30.0||110.0|7.05|4.51|/cfb/players/michael-roberts-3.html|/players/R/RobeMi01.htm|michael-roberts-3|RobeMi01
mike-tyson-2|Michael Tyson|2017|FS|Cincinnati|73|204|4.56|33.0|17.0|118.0|||/cfb/players/mike-tyson-2.html|/players/T/TysoMi00.htm|mike-tyson-2|TysoMi00
mike-williams-17|Mike Williams|2017|WR|Clemson|76|218||32.5|15.0|121.0|||/cfb/players/mike-williams-17.html|/players/W/WillMi07.htm|mike-williams-17|WillMi07
mitch-leidner-1|Mitch Leidner|2017|QB|Minnesota|75|226|4.93|34.5||123.0|6.96|4.25|/cfb/players/mitch-leidner-1.html|/players/L/LeidMi00.htm|mitch-leidner-1|LeidMi00
mitch-trubisky-1|Mitchell Trubisky|2017|QB|North Carolina|74|222|4.67|27.5||116.0|6.87|4.25|/cfb/players/mitch-trubisky-1.html|/players/T/TrubMi00.htm|mitch-trubisky-1|TrubMi00
montae-nicholson-1|Montae Nicholson|2017|SS|Michigan State|74|212|4.42|35.0||125.0|||/cfb/players/montae-nicholson-1.html|/players/N/NichMo00.htm|montae-nicholson-1|NichMo00
montravius-adams-1|Montravius Adams|2017|DT|Auburn|76|304|4.87|29.0|22.0|108.0|7.62|4.89|/cfb/players/montravius-adams-1.html|/players/A/AdamMo00.htm|montravius-adams-1|AdamMo00
myles-garrett-1|Myles Garrett|2017|DE|Texas A&M|76|272|4.64|41.0|33.0|128.0|||/cfb/players/myles-garrett-1.html|/players/G/GarrMy00.htm|myles-garrett-1|GarrMy00
nate-theaker-2017|Nate Theaker|2017|OG|Wayne State (MI)|77|315|5.41|27.0|23.0|105.0|7.97|4.89||||
nathan-gerry-1|Nate Gerry|2017|SS|Nebraska|74|218|4.58|30.5|17.0|122.0|||/cfb/players/nathan-gerry-1.html|/players/G/GerrNa00.htm|nathan-gerry-1|GerrNa00
nathan-hairston-1|Nate Hairston|2017|CB|Temple|72|196|4.52|35.5|14.0|118.0|||/cfb/players/nathan-hairston-1.html|/players/H/HairNa00.htm|nathan-hairston-1|HairNa00
nathan-peterman-1|Nathan Peterman|2017|QB|Pittsburgh|74|226|4.82|31.0||110.0|7.14|4.31|/cfb/players/nathan-peterman-1.html|/players/P/PeteNa00.htm|nathan-peterman-1|PeteNa00
nazair-jones-1|Nazair Jones|2017|DT|North Carolina|77|304|5.11|24.5||101.0|7.93|4.63|/cfb/players/nazair-jones-1.html|/players/J/JoneNa00.htm|nazair-jones-1|JoneNa00
nico-siragusa-1|Nico Siragusa|2017|OG|San Diego State|76|319|5.35|32.0|28.0|110.0|7.71|4.56|/cfb/players/nico-siragusa-1.html|/players/S/SiraNi00.htm|nico-siragusa-1|SiraNi00
noah-brown-2|Noah Brown|2017|WR|Ohio State|74|222|||19.0||7.07|4.33|/cfb/players/noah-brown-2.html|/players/B/BrowNo00.htm|noah-brown-2|BrowNo00
noble-nwachukwu-1|Noble Nwachukwu|2017|DE|West Virginia|73|268|4.83|30.5|27.0|110.0|||/cfb/players/noble-nwachukwu-1.html|/players/N/NwacNo00.htm|noble-nwachukwu-1|NwacNo00
noel-thomas-1|Noel Thomas|2017|WR|Connecticut|72|205|4.63|32.5|9.0|118.0|||/cfb/players/noel-thomas-1.html|/players/T/ThomNo00.htm|noel-thomas-1|ThomNo00
obi-melifonwu-1|Obi Melifonwu|2017|SS|Connecticut|76|224|4.4|44.0|17.0|141.0|||/cfb/players/obi-melifonwu-1.html|/players/M/MeliOb00.htm|obi-melifonwu-1|MeliOb00
oj-howard-1|O.J. Howard|2017|TE|Alabama|78|251|4.51|30.0|22.0|121.0|6.85|4.16|/cfb/players/oj-howard-1.html|/players/H/HowaO.00.htm|oj-howard-1|HowaO.00
pat-elfein-1|Pat Elflein|2017|C|Ohio State|75|303|5.32|23.5|22.0|99.0|7.94|4.71|/cfb/players/pat-elfein-1.html|/players/E/ElflPa00.htm|pat-elfein-1|ElflPa00
patrick-mahomes-1|Patrick Mahomes|2017|QB|Texas Tech|74|225|4.8|30.0||114.0|6.88|4.08|/cfb/players/patrick-mahomes-1.html|/players/M/MahoPa00.htm|patrick-mahomes-1|MahoPa00
pharaoh-brown-1|Pharaoh Brown|2017|TE|Oregon|78|255||34.0|24.0||||/cfb/players/pharaoh-brown-1.html|/players/B/BrowPh01.htm|pharaoh-brown-1|BrowPh01
pita-taumoepenu-3|Pita Taumoepenu|2017|OLB|Utah|73|243|4.67|28.5|24.0|112.0|6.91|4.33|/cfb/players/pita-taumoepenu-3.html|/players/T/TaumPi00.htm|pita-taumoepenu-3|TaumPi00
quincy-adeboyejo-1|Quincy Adeboyejo|2017|WR|Mississippi|75|197|4.42|34.5|8.0|123.0|6.73|4.14|/cfb/players/quincy-adeboyejo-1.html|/players/A/AdebQu00.htm|quincy-adeboyejo-1|AdebQu00
quincy-wilson-2|Quincy Wilson|2017|CB|Florida|73|211|4.54|32.0|14.0|118.0|6.86|4.02|/cfb/players/quincy-wilson-2.html|/players/W/WilsQu01.htm|quincy-wilson-2|WilsQu01
raekwon-mcmillan-1|Raekwon McMillan|2017|ILB|Ohio State|74|240|4.61|33.0|23.0|121.0|7.15|4.39|/cfb/players/raekwon-mcmillan-1.html|/players/M/McMiRa02.htm|raekwon-mcmillan-1|McMiRa02
rasul-douglas-1|Rasul Douglas|2017|CB|West Virginia|74|209|4.59|33.5|16.0|120.0|6.97|4.26|/cfb/players/rasul-douglas-1.html|/players/D/DougRa00.htm|rasul-douglas-1|DougRa00
rayshawn-jenkins-1|Rayshawn Jenkins|2017|FS|Miami (FL)|73|214|4.51|37.0|19.0|128.0|||/cfb/players/rayshawn-jenkins-1.html|/players/J/JenkRa00.htm|rayshawn-jenkins-1|JenkRa00
reuben-foster-1|Reuben Foster|2017|ILB|Alabama|72|229|||||||/cfb/players/reuben-foster-1.html|/players/F/FostRe00.htm|reuben-foster-1|FostRe00
ricky-seals-jones-1|Ricky Seals-Jones|2017|WR|Texas A&M|77|243|4.69|28.0|17.0|121.0|7.46|4.33|/cfb/players/ricky-seals-jones-1.html|/players/S/SealRi00.htm|ricky-seals-jones-1|SealRi00
riley-bullough-1|Riley Bullough|2017|ILB|Michigan State|74|226||31.5|20.0|116.0|||/cfb/players/riley-bullough-1.html|/players/B/BullRi00.htm|riley-bullough-1|BullRi00
robert-davis-10|Robert Davis|2017|WR|Georgia State|75|219|4.44|41.0|19.0|136.0|6.82|4.28|/cfb/players/robert-davis-10.html|/players/D/DaviRo00.htm|robert-davis-10|DaviRo00
roderick-johnson-5|Roderick Johnson|2017|OT|Florida State|79|298|||||||/cfb/players/roderick-johnson-5.html|/players/J/JohnRo06.htm|roderick-johnson-5|JohnRo06
rodney-adams-1|Rodney Adams|2017|WR|South Florida|73|189|4.44|29.5|8.0|125.0|6.98|4.28|/cfb/players/rodney-adams-1.html|/players/A/AdamRo01.htm|rodney-adams-1|AdamRo01
rushel-shell-3|Rushel Shell III|2017|RB|West Virginia|70|227|4.74|32.5|21.0||||/cfb/players/rushel-shell-3.html||rushel-shell-3|
ryan-anderson-1|Ryan Anderson|2017|OLB|Alabama|74|253|4.78||||||/cfb/players/ryan-anderson-1.html|/players/A/AndeRy00.htm|ryan-anderson-1|AndeRy00
ryan-glasgow-1|Ryan Glasgow|2017|DT|Michigan|75|302|5.13|27.5|20.0|105.0|7.55|4.5|/cfb/players/ryan-glasgow-1.html|/players/G/GlasRy00.htm|ryan-glasgow-1|GlasRy00
ryan-ramczyk-1|Ryan Ramczyk|2017|OT|Wisconsin|78|310|||25.0||||/cfb/players/ryan-ramczyk-1.html|/players/R/RamcRy00.htm|ryan-ramczyk-1|RamcRy00
ryan-switzer-1|Ryan Switzer|2017|WR|North Carolina|68|181|4.51|32.0|11.0|116.0|6.77|4.0|/cfb/players/ryan-switzer-1.html|/players/S/SwitRy00.htm|ryan-switzer-1|SwitRy00
sam-rogers-1|Sam Rogers|2017|FB|Virginia Tech|70|231|4.93|32.0|19.0|114.0|7.27|4.34|/cfb/players/sam-rogers-1.html|/players/R/RogeSa00.htm|sam-rogers-1|RogeSa00
sam-tevi-1|Sam Tevi|2017|OT|Utah|77|311|5.27|26.0|15.0|107.0|7.84|4.6|/cfb/players/sam-tevi-1.html|/players/T/TeviSa00.htm|sam-tevi-1|TeviSa00
samaje-perine-1|Samaje Perine|2017|RB|Oklahoma|71|233|4.65|33.0|30.0|116.0|7.26|4.37|/cfb/players/samaje-perine-1.html|/players/P/PeriSa00.htm|samaje-perine-1|PeriSa00
scott-orndoff-1|Scott Orndoff|2017|TE|Pittsburgh|77|253|4.84|27.0|17.0|112.0|7.37|4.45|/cfb/players/scott-orndoff-1.html|/players/O/OrndSc00.htm|scott-orndoff-1|OrndSc00
sean-harlow-1|Sean Harlow|2017|OG|Oregon State|76|303|5.15|30.5|26.0|105.0|8.16|4.81|/cfb/players/sean-harlow-1.html|/players/H/HarlSe00.htm|sean-harlow-1|HarlSe00
sefo-liufau-1|Sefo Liufau|2017|QB|Colorado|75|232|5.08|27.0||105.0|7.32|4.45|/cfb/players/sefo-liufau-1.html|/players/L/LiufSe00.htm|sefo-liufau-1|LiufSe00
seth-russell-1|Seth Russell|2017|QB|Baylor|75|213|||||||/cfb/players/seth-russell-1.html|/players/R/RussSe00.htm|seth-russell-1|RussSe00
shalom-luani-1|Shalom Luani|2017|SS|Washington State|71|202|4.55|31.0|12.0|116.0|6.87|4.21|/cfb/players/shalom-luani-1.html|/players/L/LuanSh00.htm|shalom-luani-1|LuanSh00
shaquill-griffin-1|Shaquill Griffin|2017|CB|Central Florida|72|194|4.38|38.5|17.0|132.0|6.87|4.14|/cfb/players/shaquill-griffin-1.html|/players/G/GrifSh00.htm|shaquill-griffin-1|GrifSh00
shelton-gibson-1|Shelton Gibson|2017|WR|West Virginia|71|191|4.5|32.0|8.0|118.0|6.83|4.2|/cfb/players/shelton-gibson-1.html|/players/G/GibsSh00.htm|shelton-gibson-1|GibsSh00
sidney-jones-1|Sidney Jones|2017|CB|Washington|72|186|4.47|33.5||123.0|7.02|4.28|/cfb/players/sidney-jones-1.html|/players/J/JoneSi00.htm|sidney-jones-1|JoneSi00
sojourn-shelton-1|Sojourn Shelton|2017|CB|Wisconsin|69|177|4.51|35.0|10.0|120.0|6.92|4.02|/cfb/players/sojourn-shelton-1.html|/players/S/ShelSo00.htm|sojourn-shelton-1|ShelSo00
solomon-thomas-2|Solomon Thomas|2017|DE|Stanford|75|273|4.69|35.0|30.0|126.0|6.95|4.28|/cfb/players/solomon-thomas-2.html|/players/T/ThomSo00.htm|solomon-thomas-2|ThomSo00
speedy-noil-1|Speedy Noil|2017|WR|Texas A&M|71|199||43.5|18.0|133.0|||/cfb/players/speedy-noil-1.html|/players/N/NoilSp00.htm|speedy-noil-1|NoilSp00
stacy-coley-1|Stacy Coley|2017|WR|Miami (FL)|73|195|4.45|34.0|10.0|122.0|||/cfb/players/stacy-coley-1.html|/players/C/ColeSt00.htm|stacy-coley-1|ColeSt00
stanley-boom-williams-1|Stanley Williams|2017|RB|Kentucky|67|190|4.51|36.0|18.0|121.0|6.86|4.18|/cfb/players/stanley-boom-williams-1.html|/players/W/WillSt03.htm|stanley-boom-williams-1|WillSt03
stevie-tuikolovatu-1|Stevie Tu'Ikolovatu|2017|DT|Southern California|73|331|5.45|24.5|28.0|91.0|7.83|5.0|/cfb/players/stevie-tuikolovatu-1.html|/players/T/TuikSt00.htm|stevie-tuikolovatu-1|TuikSt00
taco-charlton-1|Taco Charlton|2017|DE|Michigan|78|277|4.92|33.0|25.0|116.0|7.17|4.39|/cfb/players/taco-charlton-1.html|/players/C/CharTa00.htm|taco-charlton-1|CharTa00
takkarist-mckinley-1|Takkarist McKinley|2017|OLB|UCLA|74|250|4.59|33.0|24.0|122.0|7.48|4.62|/cfb/players/takkarist-mckinley-1.html|/players/M/McKiTa00.htm|takkarist-mckinley-1|McKiTa00
tanner-vallejo-1|Tanner Vallejo|2017|ILB|Boise State|73|228|4.67|33.5||121.0||4.39|/cfb/players/tanner-vallejo-1.html|/players/V/VallTa00.htm|tanner-vallejo-1|VallTa00
tanoh-kpassagnon-2017|Tanoh Kpassagnon|2017|DE|Villanova|79|289|4.83|30.0|23.0|128.0|7.46|4.62||||
tanzel-smart-1|Tanzel Smart|2017|DT|Tulane|73|296|5.24|27.0|22.0|105.0|7.53|4.57|/cfb/players/tanzel-smart-1.html|/players/S/SmarTa00.htm|tanzel-smart-1|SmarTa00
tarell-basham-1|Tarell Basham|2017|DE|Ohio|76|269|4.7|31.5|15.0|119.0|7.27|4.35|/cfb/players/tarell-basham-1.html|/players/B/BashTa00.htm|tarell-basham-1|BashTa00
tarik-cohen-2017|Tarik Cohen|2017|RB|North Carolina A&T|66|179|4.42|31.5|11.0|118.0||||||
tashawn-bower-1|Tashawn Bower|2017|OLB|LSU|77|250|4.82|31.5|20.0|121.0|7.2|4.37|/cfb/players/tashawn-bower-1.html|/players/B/BoweTa00.htm|tashawn-bower-1|BoweTa00
taylor-moton-1|Taylor Moton|2017|OT|Western Michigan|77|319|5.18|30.5|23.0|109.0|7.73|4.58|/cfb/players/taylor-moton-1.html|/players/M/MotoTa00.htm|taylor-moton-1|MotoTa00
taywan-taylor-1|Taywan Taylor|2017|WR|Western Kentucky|71|203|4.5|33.5|13.0|132.0|6.57|4.21|/cfb/players/taywan-taylor-1.html|/players/T/TaylTa00.htm|taywan-taylor-1|TaylTa00
tedric-thompson-1|Tedric Thompson|2017|SS|Colorado|72|204|4.6|32.5|17.0|117.0|7.11|4.36|/cfb/players/tedric-thompson-1.html|/players/T/ThomTe00.htm|tedric-thompson-1|ThomTe00
tim-williams-7|Tim Williams|2017|OLB|Alabama|75|244|4.68|33.5||124.0|7.36|4.57|/cfb/players/tim-williams-7.html|/players/W/WillTi00.htm|tim-williams-7|WillTi00
tj-logan-1|T.J. Logan|2017|RB|North Carolina|69|196|4.37|33.5|17.0|121.0|||/cfb/players/tj-logan-1.html|/players/L/LogaT.00.htm|tj-logan-1|LogaT.00
tj-watt-1|T.J. Watt|2017|OLB|Wisconsin|76|252|4.69|37.0|21.0|128.0|6.79|4.13|/cfb/players/tj-watt-1.html|/players/W/WattT.00.htm|tj-watt-1|WattT.00
toby-baker-1|Toby Baker|2017|P|Arkansas|75|210|||||||/cfb/players/toby-baker-1.html|/players/B/BakeTo01.htm|toby-baker-1|BakeTo01
travin-dural-1|Travin Dural|2017|WR|LSU|73|202|4.57|30.5||116.0|7.29|4.55|/cfb/players/travin-dural-1.html|/players/D/DuraTr00.htm|travin-dural-1|DuraTr00
travis-rudolph-1|Travis Rudolph|2017|WR|Florida State|72|189|4.65|31.5|12.0|114.0|6.93|4.46|/cfb/players/travis-rudolph-1.html|/players/R/RudoTr00.htm|travis-rudolph-1|RudoTr00
tredavious-white-1|TreDavious White|2017|CB|LSU|71|192|4.47|32.0|16.0|119.0|6.9|4.32|/cfb/players/tredavious-white-1.html|/players/W/WhitTr01.htm|tredavious-white-1|WhitTr01
trent-taylor-2|Trent Taylor|2017|WR|Louisiana Tech|68|181|4.63|33.0|13.0|117.0|6.74|4.01|/cfb/players/trent-taylor-2.html|/players/T/TaylTr02.htm|trent-taylor-2|TaylTr02
treston-decoud-1|Treston DeCoud|2017|CB|Oregon State|74|206|4.62|31.0|11.0|116.0|||/cfb/players/treston-decoud-1.html|/players/D/DecoTr00.htm|treston-decoud-1|DecoTr00
trevor-knight-1|Trevor Knight|2017|QB|Texas A&M|73|219|4.54|35.5||125.0|7.04|4.14|/cfb/players/trevor-knight-1.html|/players/K/KnigTr00.htm|trevor-knight-1|KnigTr00
trey-hendrickson-1|Trey Hendrickson|2017|DE|Florida Atlantic|76|266|4.65|33.5||122.0|7.03|4.2|/cfb/players/trey-hendrickson-1.html|/players/H/HendTr00.htm|trey-hendrickson-1|HendTr00
treyvon-hester-1|Treyvon Hester|2017|DT|Toledo|74|300|||||||/cfb/players/treyvon-hester-1.html|/players/H/HestTr00.htm|treyvon-hester-1|HestTr00
tyler-orlosky-1|Tyler Orlosky|2017|C|West Virginia|75|298|||24.0||||/cfb/players/tyler-orlosky-1.html|/players/O/OrloTy00.htm|tyler-orlosky-1|OrloTy00
tyus-bowser-1|Tyus Bowser|2017|OLB|Houston|75|247|4.65|37.5|21.0|127.0|6.75||/cfb/players/tyus-bowser-1.html|/players/B/BowsTy00.htm|tyus-bowser-1|BowsTy00
victor-bolden-1|Victor Bolden Jr.|2017|WR|Oregon State|68|178|4.54|32.0|9.0|117.0|6.83|4.22|/cfb/players/victor-bolden-1.html||victor-bolden-1|
vince-biegel-1|Vince Biegel|2017|OLB|Wisconsin|75|246|4.67|33.5|21.0|118.0|6.92|4.3|/cfb/players/vince-biegel-1.html|/players/B/BiegVi00.htm|vince-biegel-1|BiegVi00
vincent-taylor-1|Vincent Taylor|2017|DT|Oklahoma State|75|304|5.07|28.5|26.0|108.0|7.58|4.72|/cfb/players/vincent-taylor-1.html|/players/T/TaylVi00.htm|vincent-taylor-1|TaylVi00
wayne-gallman-1|Wayne Gallman|2017|RB|Clemson|72|215|4.6|29.5|21.0|120.0|7.17|4.28|/cfb/players/wayne-gallman-1.html|/players/G/GallWa00.htm|wayne-gallman-1|GallWa00
will-holden-1|Will Holden|2017|OT|Vanderbilt|79|311|5.47|28.0|23.0|111.0|7.71|4.72|/cfb/players/will-holden-1.html|/players/H/HoldWi00.htm|will-holden-1|HoldWi00
william-likely-1|William Likely|2017|CB|Maryland|67|180|||15.0||||/cfb/players/william-likely-1.html|/players/L/LikeWi00.htm|william-likely-1|LikeWi00
xavier-woods-1|Xavier Woods|2017|SS|Louisiana Tech|71|197|4.54|33.5|19.0|122.0|6.72|4.13|/cfb/players/xavier-woods-1.html|/players/W/WoodXa00.htm|xavier-woods-1|WoodXa00
zach-banner-1|Zach Banner|2017|OG|Southern California|80|353|5.58|23.5|22.0|92.0|8.31|5.21|/cfb/players/zach-banner-1.html|/players/B/BannZa00.htm|zach-banner-1|BannZa00
zach-cunningham-1|Zach Cunningham|2017|OLB|Vanderbilt|75|234|4.67|35.0|15.0|125.0|7.03|4.29|/cfb/players/zach-cunningham-1.html|/players/C/CunnZa00.htm|zach-cunningham-1|CunnZa00
zach-pascal-1|Zach Pascal|2017|WR|Old Dominion|74|219|4.55|36.0|14.0|126.0|7.11|4.29|/cfb/players/zach-pascal-1.html|/players/P/PascZa00.htm|zach-pascal-1|PascZa00
zane-gonzalez-1|Zane Gonzalez|2017|K|Arizona State|72|202|||||||/cfb/players/zane-gonzalez-1.html|/players/G/GonzZa00.htm|zane-gonzalez-1|GonzZa00
isaiah-jones-2|Zay Jones|2017|WR|East Carolina|74|201|4.45|36.5|15.0|133.0|6.79|4.01|/cfb/players/isaiah-jones-2.html||isaiah-jones-2|
aaron-burbridge-1|Aaron Burbridge|2016|WR|Michigan State|72|206|4.56|30.5|20.0|115.0|7.22|4.31|/cfb/players/aaron-burbridge-1.html|/players/B/BurbAa00.htm|aaron-burbridge-1|BurbAa00
adam-gotsis-1|Adam Gotsis|2016|DT|Georgia Tech|76|287|4.88||||||/cfb/players/adam-gotsis-1.html|/players/G/GotsAd00.htm|adam-gotsis-1|GotsAd00
adolphus-washington-1|Adolphus Washington|2016|DT|Ohio State|75|301|5.17|27.0|21.0|99.0|8.06|4.79|/cfb/players/adolphus-washington-1.html|/players/W/WashAd00.htm|adolphus-washington-1|WashAd00
aj-stamps-1|A.J. Stamps|2016|FS|Kentucky|71|193|4.79|33.0|15.0|115.0|7.17|4.25|/cfb/players/aj-stamps-1.html|/players/S/StamA.00.htm|aj-stamps-1|StamA.00
alex-collins-1|Alex Collins|2016|RB|Arkansas|70|217|4.59|28.5|18.0|113.0|||/cfb/players/alex-collins-1.html|/players/C/CollAl00.htm|alex-collins-1|CollAl00
alex-lewis-2|Alex Lewis|2016|OT|Nebraska|78|312|5.22|29.5|27.0|100.0|7.94|4.72|/cfb/players/alex-lewis-2.html|/players/L/LewiAl01.htm|alex-lewis-2|LewiAl01
alex-mccalister-1|Alex McCalister|2016|DE|Florida|78|239|4.8|34.5||128.0|7.01|4.0|/cfb/players/alex-mccalister-1.html|/players/M/McCaAl00.htm|alex-mccalister-1|McCaAl00
alex-redmond-1|Alex Redmond|2016|OG|UCLA|77|294|5.3|28.0|30.0|111.0|7.75|4.9|/cfb/players/alex-redmond-1.html|/players/R/RedmAl01.htm|alex-redmond-1|RedmAl01
alonzo-russell-1|Alonzo Russell|2016|WR|Toledo|76|206|4.54|29.5|12.0|112.0|7.18|4.33|/cfb/players/alonzo-russell-1.html|/players/R/RussAl01.htm|alonzo-russell-1|RussAl01
andrew-billings-1|Andrew Billings|2016|DT|Baylor|73|311|5.05|27.5|31.0|113.0|8.05|4.82|/cfb/players/andrew-billings-1.html|/players/B/BillAn00.htm|andrew-billings-1|BillAn00
andy-janovich-1|Andy Janovich|2016|FB|Nebraska|73|238|4.81|34.0|30.0|119.0|7.28|4.32|/cfb/players/andy-janovich-1.html|/players/J/JanoAn00.htm|andy-janovich-1|JanoAn00
anthony-brown-6|Anthony Brown|2016|CB|Purdue|71|192|4.33|35.0|19.0|115.0|7.03|4.19|/cfb/players/anthony-brown-6.html|/players/B/BrowAn02.htm|anthony-brown-6|BrowAn02
anthony-zettel-1|Anthony Zettel|2016|DT|Penn State|76|277|4.81|30.5|28.0|109.0|7.63|4.39|/cfb/players/anthony-zettel-1.html|/players/Z/ZettAn00.htm|anthony-zettel-1|ZettAn00
antonio-morrison-1|Antonio Morrison|2016|ILB|Florida|73|232|4.76||||||/cfb/players/antonio-morrison-1.html|/players/M/MorrAn01.htm|antonio-morrison-1|MorrAn01
antwaun-woods-1|Antwaun Woods|2016|NT|Southern California|72|318|5.18||||||/cfb/players/antwaun-woods-1.html|/players/W/WoodAn02.htm|antwaun-woods-1|WoodAn02
artie-burns-1|Artie Burns|2016|CB|Miami (FL)|72|193|4.46|31.5|||||/cfb/players/artie-burns-1.html|/players/B/BurnAr00.htm|artie-burns-1|BurnAr00
ashawn-robinson-1|A'Shawn Robinson|2016|DT|Alabama|76|307|5.2|26.0|22.0|106.0|7.8|4.74|/cfb/players/ashawn-robinson-1.html|/players/R/RobiAS00.htm|ashawn-robinson-1|RobiAS00
austin-blythe-1|Austin Blythe|2016|C|Iowa|74|298|5.36|27.5|29.0|99.0|7.52|4.53|/cfb/players/austin-blythe-1.html|/players/B/BlytAu00.htm|austin-blythe-1|BlytAu00
austin-hooper-1|Austin Hooper|2016|TE|Stanford|76|254|4.72|33.0|19.0|117.0|7.0|4.32|/cfb/players/austin-hooper-1.html|/players/H/HoopAu00.htm|austin-hooper-1|HoopAu00
austin-johnson-2|Austin Johnson|2016|DT|Penn State|76|314|5.32|26.0|25.0|96.0|7.84|4.75|/cfb/players/austin-johnson-2.html|/players/J/JohnAu01.htm|austin-johnson-2|JohnAu01
avery-young-1|Avery Young|2016|OT|Auburn|77|328|5.39||||8.22|4.91|/cfb/players/avery-young-1.html|/players/Y/YounAv01.htm|avery-young-1|YounAv01
beau-sandland-2016|Beau Sandland|2016|TE|Montana St|76|253|4.74|35.0|23.0|124.0|7.1|4.33||||
ben-braunecker-2016|Ben Braunecker|2016|TE|Harvard|75|250|4.73|35.5|20.0|121.0|6.9|4.2||||
beniquez-brown-1|Beniquez Brown|2016|OLB|Mississippi State|73|229|4.77|31.0|18.0|110.0|7.07|4.28|/cfb/players/beniquez-brown-1.html|/players/B/BrowBe00.htm|beniquez-brown-1|BrowBe00
bj-goodson-1|B.J. Goodson|2016|OLB|Clemson|73|242|4.69|34.5|30.0|118.0|7.05|4.51|/cfb/players/bj-goodson-1.html|/players/G/GoodB.00.htm|bj-goodson-1|GoodB.00
blake-martinez-1|Blake Martinez|2016|ILB|Stanford|74|237|4.71|28.5|22.0|113.0|6.98|4.2|/cfb/players/blake-martinez-1.html|/players/M/MartBl01.htm|blake-martinez-1|MartBl01
brad-craddock-1|Brad Craddock|2016|K|Maryland|72|186|4.88||||||/cfb/players/brad-craddock-1.html|/players/C/CradBr00.htm|brad-craddock-1|CradBr00
bralon-addison-1|Bralon Addison|2016|WR|Oregon|69|197|4.66|34.5|13.0|116.0|6.95|4.14|/cfb/players/bralon-addison-1.html|/players/A/AddiBr01.htm|bralon-addison-1|AddiBr01
branden-jackson-1|Branden Jackson|2016|DE|Texas Tech|76|273|5.06|31.5|20.0|113.0|7.4|4.77|/cfb/players/branden-jackson-1.html|/players/J/JackBr04.htm|branden-jackson-1|JackBr04
brandon-allen-2|Brandon Allen|2016|QB|Arkansas|73|217|4.84|28.0||110.0|7.06|4.33|/cfb/players/brandon-allen-2.html|/players/A/AlleBr00.htm|brandon-allen-2|AlleBr00
brandon-doughty-1|Brandon Doughty|2016|QB|Western Kentucky|75|213|5.22|27.0||103.0|7.49|4.52|/cfb/players/brandon-doughty-1.html|/players/D/DougBr00.htm|brandon-doughty-1|DougBr00
brandon-shell-1|Brandon Shell|2016|OT|South Carolina|77|324|5.22|30.5|22.0|112.0|||/cfb/players/brandon-shell-1.html|/players/S/ShelBr00.htm|brandon-shell-1|ShelBr00
brandon-wilds-1|Brandon Wilds|2016|RB|South Carolina|73|220|4.54|36.5|21.0|118.0|7.08|4.33|/cfb/players/brandon-wilds-1.html|/players/W/WildBr01.htm|brandon-wilds-1|WildBr01
brandon-williams-10|Brandon Williams|2016|CB|Texas A&M|71|197|4.37|30.5|18.0|118.0|6.85|4.19|/cfb/players/brandon-williams-10.html|/players/W/WillBr07.htm|brandon-williams-10|WillBr07
